Key from Zotero;Publication Year;Author;Title;Abstract Note;DOI;Url;exposure_1;exposure_2;exposure_3;exposure_4;exposure_5;exposure_6;exposure_7;exposure_8;exposure_9;sensitivity_1;sensitivity_2;sensitivity_3;sensitivity_4;sensitivity_5;sensitivity_6;sensitivity_7;sensitivity_8;sensitivity_9;sensitivity_10;sensitivity_11;sensitivity_12;sensitivity_13;adaptive_capacity_1;adaptive_capacity_2;adaptive_capacity_3;adaptive_capacity_4;adaptive_capacity_5;adaptive_capacity_6;adaptive_capacity_8;Agrosilvopastoral;Alley cropping with annual crops;Forest farming;Hedgerows, riparian buffers and shelterbelts;Intercropped orchards;Forest grazing;Wood pasture;Alley systems with livestock;Grazed orchards;Mixed farming: Between-farms complementarity;Mixed farming: Between-farms synergy;Mixed farming: Within-farm complementarity;Mixed farming: Within-farm synergy;Southern Europe;Western and Central Europe;Northern Europe;Filters;notes
XQMRF2GQ;2014;"Lovreglio, R; Meddour-Sahar, O; Leone, V";Goat grazing as a wildfire prevention tool: a basic review;Fuel treatments aimed at reducing both horizontal and vertical continuity in fuels are of paramount importance as a prevention measure against fire propagation. Possible techniques include pruning, thinning (mainly low thin- ning), mastication, prescribed burning, and prescribed (or targeted) grazing. Their main target is crown fire avoidance by treating surface fuels and promo- ting low density and vertically discontinuous stands, thus eliminating fuel lad- ders. Grazing is an effective, nearly carbon-neutral weed control technique which is cost-effective, nontoxic, and nonpolluting. Goat grazing is a very in- teresting solution: if confined by a metallic or electrified fence within a re- stricted pen, with a rather high density, goats browse the available foliage and twigs from all woody plants as well as all herbaceous vegetation. They can feed on a variety of shrubs, some of which are useless for other domestic species, and are therefore the best adapted for the consumption of all the Mediterra- nean shrubs which represent the fuel ladder. The appropriate choice of season of grazing, type of plant species and type and amount of biomass to be elimi- nated, livestock density, social structure of the herd, grazing time per day, type of fencing, and size of pens define the prescribed grazing system.;10.3832/ifor1112-007;https://doi.org/10.3832/ifor1112-007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DF8H3QSJ;2021;"Lundin, Ola; Rundlöf, Maj; Jonsson, Mattias; Bommarco, Riccardo; Williams, Neal M";Integrated pest and pollinator management – expanding the concept;The objective of integrated pest and pollinator management (IPPM) is to co- manage for pest control and pollination goals. Departing from the well- established concept of integrated pest management, we include pollinator management in a hierarchical decision support system of management actions. We depict this support system as an IPPM pyramid. Priority is given to proactive measures at the base of the pyramid, which are undertaken through landscape and crop field management of mobile organisms, primarily arthropods. Farther up the pyramid, practices in the form of reactive use of biotic and abiotic inputs should align with basal actions. The goal of IPPM is to minimize trade- offs, and to maximize co- benefits and synergies between pest and pollinator management. We contend that IPPM has the potential to contribute to sustainable pest control and crop pollination, as well as provide broader environmental benefits.;10.1002/fee.2325;https://doi.org/10.1002/fee.2325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BFYH4D9J;2016;"Lunka, Peter; Patil, Sopan D.";Impact of tree planting configuration and grazing restriction on canopy interception and soil hydrological properties: Implications for flood mitigation in silvopastoral systems;Compaction of upper soil layers by intensive sheep grazing has been connected with increased local flood risk in silvopastoral systems. A 12-week field study was conducted at the Henfaes Research Station near Bangor, Wales to compare canopy interception, soil water infiltration, and bulk density between a control pasture and two silvopastoral tree planting configurations: trees clumped in fenced-off ungrazed plots and trees planted evenly and grazed. The study's aim was to characterize the potential of these tree planting configurations to reduce local flood risk. Automated throughfall gauges were installed in each silvopastoral treatment along with a similarly designed control gauge located in the grazed control pasture. Soil water infiltration and bulk density were measured 20 times in a stratified random design for each treatment and control. Results showed that the mean soil infiltration capacity in clumped configuration was 504% greater than the control pasture and 454% greater than the even spaced configuration. Average canopy interception was higher in the clumped configuration (34%) than in the even spaced configuration (28%). Soil bulk density was lower in the clumped configuration (0.87 Mg/m3) than in the control pasture (0.93 Mg/m3) and even spaced configuration (1 Mg/m3). Results suggest that silvopastoral systems are more likely to benefit from clumped and ungrazed tree configurations than from evenly-spaced and grazed tree configurations because of enhanced infiltration, lower soil compaction, and increased canopy interception. Our findings support the growing evidence base that fenced-off tree areas in silvopastoral settings can increase infiltration and thus reduce local flood risk.;10.1002/hyp.10630;https://doi.org/10.1002/hyp.10630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VBB2BPWT;2018;"Luske, Boki; Van Eekeren, Nick";Nutritional potential of fodder trees on clay and sandy soils;In this paper we focus on the functional role of trees for livestock as fodder in silvopastoral systems, available for (dairy) cows within or around pastures. Farmers often report that cows browse from trees, however, little is known about the nutritional value of different tree species. Therefore, the objective of this study was to assess the effect of soil type and season on the nutritional potential of leaves from Fraxinus excelsior, Alnus glutinosa and Salix vimi- nalis. Leaf samples were collected at 10 sites in the Netherlands on clay and on sandy soils in June, July and September and were analysed for digestibility, crude protein, macro and micro element concentra- tions. We conclude that the nutritional value of tree leaves differs between the studied tree species. Regarding the seasonal variation, we found a main effect of sampling period on the crude protein, calcium, phosphorus, copper and selenium concentra- tion of leaves. No main effect of soil type was found on the nutritional value of leaves. Significant interactions were found for species 9 sampling period (digestibil- ity, calcium, sulphur) and species 9 soil (digestibil- ity, calcium). For the zinc and selenium concentration in tree leaves, a significant species 9 soil 9 sampling period interaction was found. We conclude that trees can play a role for supplying protein, and macro and micro elements to livestock, but that it depends on which tree species is used;10.1007/s10457-017-0180-8;https://doi.org/10.1007/s10457-017-0180-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WVE9JD45;2023;"Maliuha, Volodymyr; Sovakov, Oleksandr; Dudarets, Sergii";The current state of windbreaks of the Left Bank Forest Steppe of Ukraine;The relevance of the study is related to the need to determine the current state of windbreaks as a component of the forest-agrarian landscape of a particular region. The purpose of the study is to conduct a comprehensive assessment of windbreaks. During the study, data from remote sensing of the Earth using satellite imagery was utilised, which allowed for determining field parameters, the placement of the windbreak system, and their characteristics. Forest inventory works were conducted using commonly accepted methods in forest mensuration, with adjustments made specifically for windbreaks. The quality class of windbreaks was determined based on the percentage of healthy trees out of the total number, and the sanitary condition index was calculated according to established categories. The analysis of the obtained data clearly shows a decline in the quality sequence of common oak from 9 to 3 units within the plantations. The windbreaks were created using the method of oak nest planting, with oak nests placed at a spacing of 5.0×3.0 m and a total windbreak width of 15.0 m. Two additional rows of companion trees were introduced in the wide 5-metre alleys, and companion and shrub species were added within the nest rows. The analysis of the characteristics of windbreaks showed that they have protective heights ranging from 19.6 m to 23.4 m and provide reliable protection for adjacent agricultural fields. Based on the range of effective protective effects of windbreaks, it can be noted that the calculated indicators provide protection with a reliable safety margin of up to 17%. If there is a need to create new windbreaks using the nest planting method in the future, a more efficient scheme is proposed, which involves placing companion tree species in the outer rows to prevent the crowns of the inner rows from spreading towards the field. As a result of the obtained findings, it became possible to conduct a comprehensive expert assessment of the state of windbreaks according to the following criteria: forestry and inventory parameters, meliorative properties, and the sanitary condition index;10.31548/forest/2.2023.53;https://doi.org/10.31548/forest/2.2023.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NKVWF68S;2019;"Manevski, Kiril; Jakobsen, Malene; Kongsted, Anne Grete; Georgiadis, Petros; Labouriau, Rodrigo; Hermansen, John Erik; Jørgensen, Uffe";Effect of poplar trees on nitrogen and water balance in outdoor pig production – A case study in Denmark;Nitrate leaching from outdoor pig production is a long-standing environmental problem for surface and ground- water pollution. In this study, the effects of inclusion ofpoplar trees in paddocks for lactating sows on nitrogen (N) balances were studied for an organic pig farm in Denmark. Vegetation conditions, soil water and nitrate dy- namics were measured in poplar and grass zones ofpaddocks belonging to main treatments: access to trees (AT), no access to trees (NAT) and a control without trees (NT), during the hydrological year April 2015 to April 2016. Soil water drainage for each zone, simulated by two simulation models (CoupModel and Daisy), was used to es- timate nitrate leaching from the zones in each paddock. Nbalances (input minus output) for the treatmentswere computed and compared. The results showed that, in terms of annual water balance and regardless of treatment, simulated evapotranspi- ration ofpoplarwas 560–569 and 489–498mmfor CoupModel and Daisy, respectively, and corresponding evapo- transpiration of grass-clover was 250 and 400 mm, against precipitation of1076 mm. Simulated drainage below the root zone varied as 620–723mmfor Daisy and 568–958mmfor CoupModel, the higher end ofthe latter being probably overestimated. Annual nitrate leaching ranged from 32 kg N ha−1 in the poplar zone of NAT up to 289 kg N ha−1 in the control grass zone ofNT. The poplar zone showed significantly lower nitrate leaching, by 75–80%, compared to the grass zone. For the control NT treatment, nitrate leaching was approximately 50% higher in the grass zone closest to the hut compared to the grass zone further away. NT treatment also had the largest surface N balance of 468 kg N ha−1 compared to 436 and 397 kg N ha−1 for AT and NAT, respectively. When N losses by leaching and volatilisation were included, soil N balances were 118, 157 and 113 kg N ha−1 for AT, NATandNT, respectively. Overall, the two simulationmodels were found useful tools for analyses ofwater balance for complex agroforestry systems. The findings collectively suggest that it is possible to decrease nitrate leaching fromoutdoor pig production on sandy soils by inclusion ofpoplar trees. Additional measures are never- theless needed to reduce N losses on a mean area basis in paddocks with 20% tree cover;10.1016/j.scitotenv.2018.07.376;https://doi.org/10.1016/j.scitotenv.2018.07.376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BZAQ28L6;2023;"Masters, David G.; Blache, Dominique; Lockwood, Amy L.; Maloney, Shane K.; Norman, Hayley C.; Refshauge, Gordon; Hancock, Serina N.";Shelter and shade for grazing sheep: implications for animal welfare and production and for landscape health;"Shade and shelter may provide protection from cold and heat stress, a source of feed during prolonged or seasonal drought, specific essential nutrients, increased pasture and crop production and improved landscape health. Cold stress contributes to the average of 8% (single) and 24% (twin) of lambs that die within 3 days of birth in Australia and the estimated 0.7% of the Australian flock that die post-shearing during extreme or unseasonal weather. Shelter has resulted in an average reduction in mortality of 17.5% for twin-born lambs and 7% for single-born lambs according to Australian studies and decreases the susceptibility of ewes to metabolic disease and possibly dystocia. Because many of the published studies are from research areas where cold stress is expected, they are not indicative of industry-wide responses, a research priority is to determine the probability of lamb and ewe deaths from cold stress across different sheep production areas. Although shelter may improve lamb survival, ewes do not always choose to lamb in a sheltered location. For this reason, there is a requirement for research into the voluntary use of shelter in commercial-sized paddocks and the role that nutritive value of shelter plays in attracting and holding ewes to shelter, and to their lambs. Heat stress may also result in lamb deaths and influences feed conversion efficiency, appetite, reproduction, wool growth and disease susceptibility. The consequences of heat stress may go unnoticed over a yearly production cycle, although there is some evidence that shade may increase weaning rates and feed intake of grazing sheep. There are ancillary benefits from shade and shelter. Trees may improve crop production through reducing wind damage and evapotranspiration and provide timber. Shrubs provide feed during the summer–autumn feed gap or drought, are useful for the management of land degradation and provide habitat for native fauna. It is clear that shade and shelter in the correct locations provide a range of benefits to livestock and the landscape; nevertheless, adoption appears low. Research that focuses on defining the benefits on a farm or landscape scale is required to support extension programs.";10.1071/AN22225;https://doi.org/10.1071/AN22225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U7GZLXFL;2004;"Miao, Z. H.; Glatz, P. C.; Ru, Y. J.";Review of Production, Husbandry and Sustainability of Free-range Pig Production Systems;"A review was undertaken to obtain information on the sustainability of pig free-range production systems including the management, performance and health of pigs in the system. Modern outdoor rearing systems requires simple portable and flexible housing with low cost fencing. Local pig breeds and outdoor-adapted breeds for certain environment are generally more suitable for free-range systems. Free-range farms should be located in a low rainfall area and paddocks should be relatively flat, with light topsoil overlying free-draining subsoil with the absence of sharp stones that can cause foot damage. Huts or shelters are crucial for protecting pigs from direct sun burn and heat stress, especially when shade from trees and other facilities is not available. Pigs commonly graze on strip pastures and are rotated between paddocks. The zones of thermal comfort for the sow and piglet differ markedly; between 12-22°C for the sow and 30-37°C for piglets. Offering wallows for free-range pigs meets their behavioural requirements, and also overcomes the effects of high ambient temperatures on feed intake. Pigs can increase their evaporative heat loss via an increase in the proportion of wet skin by using a wallow, or through water drips and spray. Mud from wallows can also coat the skin of pigs, preventing sunburn. Under grazing conditions, it is difficult to control the fibre intake of pigs although a high energy, low fibre diet can be used. In some countries outdoor sows are fitted with nose rings to prevent them from uprooting the grass. This reduces nutrient leaching of the land due to less rooting. In general, free-range pigs have a higher mortality compared to intensively housed pigs. Many factors can contribute to the death of the piglet including crushing, disease, heat stress and poor nutrition. With successful management, free-range pigs can have similar production to door pigs, although the growth rate of the litters is affected by season. Piglets grow quicker indoors during the cold season compared to outdoor systems. Pigs reared outdoors show calmer behaviour. Aggressive interactions during feeding are lower compared to indoor pigs while outdoor sows are more active than indoor sows. Outdoor pigs have a higher parasite burden, which increases the nutrient requirement for maintenance and reduces their feed utilization efficiency. Parasite infections in free-range pigs also risks the image of free-range pork as a clean and safe product. Diseases can be controlled to a certain degree by grazing management. Frequent rotation is required although most farmers are keeping their pigs for a longer period before rotating. The concept of using pasture species to minimise nematode infections in grazing pigs looks promising. Plants that can be grown locally and used as part of the normal feeding regime are most likely to be acceptable to farmers, particularly organic farmers. However, one of the key concerns from the public for free-range pig production system is the impact on the environment. In the past, the pigs were held in the same paddock at a high stocking rate, which resulted in damage to the vegetation, nutrient loading in the soil, nitrate leaching and gas emission. To avoid this, outdoor pigs should be integrated in the cropping pasture system, the stock should be mobile and stocking rate related to the amount of feed given to the animals.";10.5713/ajas.2004.1615;https://doi.org/10.5713/ajas.2004.1615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4AL3V6ZJ;2023;"Molénat, Jérôme; Barkaoui, Karim; Benyoussef, Salah; Mekki, Insaf; Zitouna, Rim; Jacob, Frédéric";Diversification from field to landscape to adapt Mediterranean rainfed agriculture to water scarcity in climate change context;Rainfed Mediterranean agriculture (MA) must adapt to water scarcity due to climate change and pressures on water resources. According to recent literature, two adaptation solutions based on the concept of diversification can be explored. The first solution is crop diversification at the field level. Three main cropping systems, namely agroforestry, intercropping, and service crops, have been shown to increase soil water availability and to improve crop water use. The second solution is to consider diversification at the landscape level by diversifying crops and associated agricultural management practices (in number, abundance, and spatial organization) and building small-scale water-harvesting infrastructures (WHI). In order to move toward a sustainable MA, one of the main scientific challenges ahead is to provide knowledge and tools, such as integrated agro-hydrological models, useful to evaluate several spatiotemporal combinations of these solutions in order to optimize soil water availability and crop water use.;10.1016/j.cosust.2023.101336;https://doi.org/10.1016/j.cosust.2023.101336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KGEWH6PC;2007;Montgomery, David R;Soil erosion and agricultural sustainability;Data drawn from a global compilation of studies quantitatively confirm the long-articulated contention that erosion rates from conventionally plowed agricultural fields average 1–2 orders of magnitude greater than rates of soil production, erosion under native vegetation, and long-term geological erosion. The general equivalence of the latter indicates that, considered globally, hillslope soil production and erosion evolve to balance geologic and climate forcing, whereas conventional plow-based agriculture increases erosion rates enough to prove unsustainable. In contrast to how net soil erosion rates in conventionally plowed fields (≈1 mm/yr) can erode through a typical hillslope soil profile over time scales comparable to the longevity of major civilizations, no-till agriculture produces erosion rates much closer to soil production rates and therefore could provide a foundation for sustainable agriculture.;10.1073/pnas.0611508104;https://doi.org/10.1073/pnas.0611508104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FDJKGAWV;2016;"Morandin, L. A.; Long, R. F.; Kremen, C.";Pest Control and Pollination Cost–Benefit Analysis of Hedgerow Restoration in a Simplified Agricultural Landscape;Field edge habitat in homogeneous agricultural landscapes can serve multiple purposes including enhanced biodiversity, water quality protection, and habitat for beneficial insects, such as native bees and natural enemies. Despite this ecosystem service value, adoption of field border plantings, such as hedgerows, on large-scale mono-cropped farms is minimal. With profits primarily driving agricultural production, a major challenge affecting hedgerow plantings is linked to establishment costs and the lack of clear economic benefits on the restoration investment. Our study documented that hedgerows are economically viable to growers by enhancing beneficial insects and natural pest control and pollination on farms. With pest control alone, our model shows that it would take 16 yr to break even from insecticide savings on the US$4,000 cost of a typical 300-m hedgerow field edge planting. By adding in pollination benefits by native bees, where honey bees (Apis mellifera L.) may be limiting, the return time is reduced to 7 yr. USDA cost share programs allow for a quicker return on a hedgerow investment. Our study shows that over time, small-scale restoration can be profitable, helping to overcome the barrier of cost associated with field edge habitat restoration on farms.;10.1093/jee/tow086;https://doi.org/10.1093/jee/tow086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5BXZSX6;2020;"Muchane, M. N.; Sileshi, G. W.; Gripenberg, S.; Jonsson, M.; Pumarino, L.; Barrios, E.";Agroforestry boosts soil-mediated ecosystem services in the humid and sub- humid tropics : a meta-analysis;Agroforestry has been increasingly recognized as a key example of agroecological praxis contributing to the sustainable intensification of food production while providing a number of additional benefits to society. However, a quantitative synthesis of the impact of agroforestry on soil health and associated ecosystem services in the humid and sub-humid tropics is still lacking. Therefore, the objective of this study was to quantify the contribution of agroforestry practices to soil-mediated ecosystem services, specifically, regulation of soil erosion, storage of soil organic carbon (SOC) and nitrogen (N), availability of soil N and phosphorus (P) to crops, and alleviation of soil acidity across the humid and sub-humid tropics. The analysis demonstrated that agroforestry can reduce soil erosion rates by 50% compared to crop monocultures. This finding is supported by higher infiltration rates, lower runoff, higher proportion of soil macroggregates, and greater stability of soil structure under agroforestry. SOC increased by 40%, N storage increased by 13%, available N by 46% and available P by 11% while soil pH increased by 2% under agroforestry compared to crop monocultures. We conclude that agroforestry can make significant contributions to provision of soil-mediated ecosystem services in the humid and sub-humid tropics.;10.1016/j.agee.2020.106899;https://doi.org/10.1016/j.agee.2020.106899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Z8P46IJN;2015;"Olczak, Katarzyna; Nowicki, Jacek; Klocek, Czesław";Pig behaviour in relation to weather conditions – a review;weather conditions (temperature, humidity, solar radiation, air pressure, wind strength, wind di- rection and precipitation) have a significant impact on the behaviour of farm animals. Pigs have developed a wide range of thermoregulatory behaviours that are particular for this species. With increases in temperature the most characteristic behaviour for pigs is decreased activity and in- creased wallowing in wet surfaces. In addition to this, rooting and wallowing are highly influenced by temperature and humidity. The lack of possibility to express these behaviours leads to develop- ment of stereotypies. Interestingly, low temperatures do not increase the use of shelter if not in combination with wind or precipitation. Furthermore, wild pigs build stronger nests in severe con- ditions. Also, resting behaviour and reproduction may be disturbed by high temperatures. There is a negative impact of foehn wind on boars’ libido and semen parameters.;10.1515/aoas-2015-0024;https://doi.org/10.1515/aoas-2015-0024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IW9D3Q3M;2021;"Pent, Gabriel J.; Greiner, Scott P.; Munsell, John F.; Tracy, Benjamin F.; Fike, John H.";Lamb performance in hardwood silvopastures, II: Animal behavior in summer;"Integrating trees into pastures, a practice known as silvopasture, may benefit livestock in the summertime through the provision of shade. The purpose of this project was to compare the behavioral patterns of sheep grazing in silvopastures and open pastures. Black walnut (Juglans nigra L.) and honeylocust (Gleditisia triacanothose L.) based silvopasture systems were compared with open pastures in a randomized complete block design with three blocks over two summers. Behavior measures were recorded within a replicate within a week, and these measures were taken sequentially within three experimental periods. Ewe lambs (n = 3) within each experimental unit were equipped with a wideband audio-recording device to detect prehension events. Time-lapse cameras documented sheep behavior every 60 s. In the silvopastures, the lambs spent over 90% of daylight hours within shade from trees. Lambs in silvopastures spent more time lying down than animals in the open pastures (P ≤ 0.01), while lambs in the open pastures spent more than 2 h longer each day standing (P < 0.0001). Lambs in the black walnut silvopastures spent more time grazing (488 ± 14 min · d−1) than lambs in the honeylocust silvopastures (438 ± 14 min · d−1; P = 0.0493) and lambs in the open pastures (417 ± 14 min · d−1; P = 0.0026). There was no difference in grazing time for lambs in the latter two systems (P = 0.5597). Spectral analysis of the imagery revealed that the lambs in the black walnut silvopastures grazed more frequently than the lambs in the other systems for both years. The acoustic analysis, though limited by recorder durability to 47 complete recordings, revealed no difference in total bites taken per day (P ≥ 0.7222) or in the morning (P ≥ 0.2069), afternoon (P ≥ 0.5816), and evening periods (P ≥ 0.9337). Silvopastures provide an opportunity to improve lamb comfort in the summer.";10.1093/TAS/TXZ177;https://doi.org/10.1093/TAS/TXZ177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9KU778UD;2021;"Pent, Gabriel J; Fike, John H; Kim, Inyoung";Ewe lamb vaginal temperatures in hardwood silvopastures;Shade for livestock during periods of heat stress is likely to be one of the biggest drivers for silvopasture adoption by livestock producers, yet the degree of physiological benefit for animals in sil- vopastures is generally unquantified. The greatest challenge for measuring body temperatures and assessing heat stress in animals on pasture is in collecting the data while minimizing disturbance to the animal. In this study, intravaginal temperature sensors were constructed from blank controlled inter- nal drug release devices and small temperature loggers. Body temperatures of ewe lambs (n =9) were recorded within a replicate within a week, and these measures were taken sequentially within each of three experimental periods. During the hottest part of the day (1200–1900 h), ewe lambs in the open pasture had hotter vaginal temperatures than lambs in the black walnut (Juglans nigra) silvopastures (P B 0.0338). Ewe lambs in the honeylocust silvopas- tures (Gleditsia triacanthos) had cooler body temper- atures than lambs in the open pastures at 1500 h (P = 0.0469). Ewe lambs in the open pasture experi- enced more fluctuation in day to nighttime core temperature change (P\0.0001). Ewe lambs in the honeylocust silvopastures and the open pastures exhibited increasing vaginal temperatures each suc- cessive month. The trees within these silvopastures moderated the impact of ambient conditions on lamb body temperatures;10.1007/s10457-018-0221-y;https://doi.org/10.1007/s10457-018-0221-y;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XC598585;2014;"Plante, Pierre-Manuel; Rivest, David; Vézina, André; Vanasse, Anne";Root distribution of different mature tree species growing on contrasting textured soils in temperate windbreaks;Aim We studied the vertical and lateral root distribution oftree species from three genera (Populus spp. - poplar, Picea spp. - spruce, Salix spp. - willow) that were planted in temperate windbreaks and assessed the ef- fects of soil texture on root density. Methods Root distribution to depths of up to 1 m was assessed using the trench-profile method at different dis- tances from the tree rows (2, 6 and 9 m) in 18 mature (average age, 25 years-old) windbreak-sites that were lo- cated on light- or heavy-textured agricultural soils in south- eastern Québec, Canada. Roots were classified into three diameter classes: fine (<1 mm), medium-size (1–5mm), and coarse (>5 mm). Results Tree fine-root density in poplar and willow windbreaks was higher than in spruce windbreaks at 2 m from the tree row. Root densities were higher in light compared to heavy soils, but these differences were specific to poplar and spruce. Across species groups and soil types, 67 % of the roots occurred in the uppermost 30 cm. In this soil zone, different soil fertility variables (pH, clay content, CEC) were negatively correlated with root density. Densities ofspruce and willow roots at 6 m from the tree row were much lower (and often unob- served) than that of poplar. At 9 m, low root densities were observed at only two sites. Conclusions We conclude that tree identity and soil type are important drivers ofroot distribution in temper- ate agroforestry systems. These results may have impor- tant implications for the management of tree competi- tion in agroforestry systems and several ecosystem ser- vices that are provided by roots, including C- sequestration, erosion control and water infiltration;10.1007/s11104-014-2108-7;https://doi.org/10.1007/s11104-014-2108-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NG45UF9T;2020;"Ram, S. N.; KUMAR, R. V.; SHUKLA, A. K.";Productivity, moisture and soil-nutrients status in anjan (Hardwickia binata)-based three-tier silvopasture system under shrub species and planting densities;"A field experiment was conducted during 2011–2012 to 2016–17 on sandy-loam soil at Indian Grassland and Fodder Research Institute, Jhansi, Uttar Pradesh, to evaluate the performance of anjan (Hardwickia binata Roxb.)-based three-tier silvopasture system under different shrub species and tree densities in semi-arid rainfed condi-tions. The experiment consisted of 9 treatments comprising of 3 planting densities of each shrubs and H. binata in alternate row, viz. 312, 208 and 139/ha and 3 shrub species, viz. kath ber [Ziziphus xylopyrus (Retz.) Willd.]. Indian jujube [Z. mauritiana Lam.] and black cutch [Senegalia catechu (L.f.) P.J.H. Hurter & Mabb.]. Study revealed that Total green and dry top feed and fire wood obtained from pruning of Z. mauritiana and H. binata (0.87, 0.36 and 0.42 t/ha) were significantly higher than of Z. xylopyrus (0.77, 0.33 and 0.38 t/ha) and Senegalia catechu (0.67, 0.31 and 0.36 t/ha). Planting of H. binata and shrubs in alternate row at 6 m × 6 m spacing in 3 tier silvopasture system resulted in significantly higher green and dry-forage yield (17.64 and 5.58 t/ha) and crude pro-tein yield (542.5 kg/ha) of buffel grass (Cenchrus ciliaris L.) and caatingta stylo (Stylosanthes seabrana Maass & Maanetje) intercropping system as compared to 6 m × 4 m (17.23 and 5.43 t/ha and 529.2 kg/ha) and 4 m × 4 m spacing (16.93 and 5.31 t/ha and 512.6 kg/ha) respectively. Moisture content recorded after the monsoon season (October to April) was higher under Z. mauritiana (9.09, 9.55 and 10.20%) than S. xylopyrus (8.65, 9.12 and 9.77%) and A. catechu (8.63, 9.15 and 9.80%) at 0–15 cm, 15–30 cm and 30–60 cm soil depths, respectively. In soil fertility, higher planting density 312/ha of each shrubs and H. binata in alternate row resulted in improvement of available nutrients (N, 171.42; P, 7.03 and K, 158.81 kg/ha) and organic carbon (0.410%) than lower planting density 139/ha (N, 162.01; P, 6.64 and K, 150.87 kg/ha and organic carbon, 0.385%) in 6th year of the experiment.";10.59797/ija.v65i3.2976;https://doi.org/10.59797/ija.v65i3.2976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSGY9TEX;2016;"Rannow, Sven; Warner, Barbara";Anpassung an den Klimawandel als Herausforderung für Biosphärenreservate – das Beispiel Flusslandschaft Elbe-Brandenburg;Dealing with the effects of climate change poses new challenges for biosphere reserves as model regions for sustainable development. Although the impacts on ecosys- tems or landscapes can only be managed to a limited extent and are difficult to predict, the effects of climate change should be strategically addressed. Furthermore, it is neces- sary to involve numerous actors with various perspectives in the decisions that must be reached against a background of uncertain prognoses for the future. The paper uses the example of the UNESCO-Biosphere Reserve Elbe-Bran- denburg River Landscape to illustrate the concrete fields of action that are emerging and the possible work phases involved in a planned approach to dealing with climate change. Various measures relevant to landscape water bal- ance, vegetation, fauna and land use are demonstrated. On the Elbe, river basin management is particularly important. The discussion of possible strategic fields of action eluci- dates the roles that can be assumed by the administrations of biosphere reserves in a process of climate adaptation. The options and the extent to which biosphere reserves can develop into model regions for adaptation to climate change depend in practice on the capacities and expertise available.;10.1007/s13147-016-0425-4;https://doi.org/10.1007/s13147-016-0425-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
